Gen
SubNumber,BusNum,BusName,ID,Status,MW,Mvar,MWMin,MWMax,AGC,BidPoints,CubicB,CubicC,VariableOM,FuelCost,CubicD,AVR,RegBusNum,FuelType,VoltSet,MvarMin,MvarMax,EnforceMWLimit,PartFact,CostModel
1813,140328,CEDAR PARK 25 6,1,Closed,31.05,2.25,6.42,36.00,YES,5,24.78,0.0010,0.0000,1.0000,0.00,YES,140328,WAT (Water),1.04000,-11.61,13.82,YES,36.00,Piecewise Linear
1813,140328,CEDAR PARK 25 6,2,Closed,31.05,2.25,13.50,36.00,YES,5,23.51,0.0010,0.0000,1.0000,0.00,YES,140328,WAT (Water),1.04000,-11.08,13.82,YES,36.00,Piecewise Linear
1814,140331,BASTROP 5 3,1,Open,0.00,0.00,141.54,335.00,YES,5,9.96,0.0024,4.0000,2.9330,0.00,YES,140329,NG (Natural Gas),1.03900,-97.98,170.52,YES,335.00,Piecewise Linear
1814,140332,BASTROP 5 4,1,Closed,117.32,3.23,66.98,136.00,YES,5,10.43,0.0029,4.0000,2.7770,0.00,YES,140332,NG (Natural Gas),1.04000,-34.67,69.22,YES,136.00,Piecewise Linear
1814,140333,BASTROP 5 5,1,Closed,117.32,3.10,17.25,136.00,YES,5,10.23,0.0006,4.0000,3.2260,0.00,YES,140333,NG (Natural Gas),1.04000,-37.07,69.22,YES,136.00,Piecewise Linear
1815,140335,HORSESHOE BAY 5 2,1,Closed,155.27,11.84,25.92,180.00,YES,5,6.65,0.0010,4.5000,2.7810,0.00,YES,140335,NG (Natural Gas),1.04000,-61.19,91.62,YES,180.00,Piecewise Linear
1815,140336,HORSESHOE BAY 5 3,1,Closed,107.27,-26.70,54.02,168.00,YES,5,6.77,0.0004,4.5000,3.3900,0.00,YES,140334,NG (Natural Gas),1.03800,-46.50,85.51,YES,168.00,Piecewise Linear
1815,140337,HORSESHOE BAY 5 4,1,Closed,71.33,-26.70,18.08,168.00,YES,5,6.53,0.0018,4.5000,3.2720,0.00,YES,140334,NG (Natural Gas),1.03800,-46.27,85.51,YES,168.00,Piecewise Linear
1816,140339,DEL VALLE 10 2,1,Closed,138.88,-1.93,72.34,161.00,YES,5,8.21,0.0013,4.5000,2.9400,0.00,YES,140339,NG (Natural Gas),1.04000,-53.88,81.95,YES,161.00,Piecewise Linear
1816,140340,DEL VALLE 10 3,1,Closed,130.26,-2.72,54.56,151.00,YES,5,8.05,0.0024,4.5000,3.0560,0.00,YES,140340,NG (Natural Gas),1.04000,-46.42,76.86,YES,151.00,Piecewise Linear
1816,140341,DEL VALLE 10 4,1,Closed,40.80,-0.66,14.72,47.30,YES,5,9.76,0.0027,5.0000,2.8930,0.00,YES,140341,NG (Natural Gas),1.04000,-11.86,24.08,YES,47.30,Piecewise Linear
1816,140341,DEL VALLE 10 4,2,Closed,40.80,-0.66,20.33,47.30,YES,5,9.75,0.0029,5.0000,2.9320,0.00,YES,140341,NG (Natural Gas),1.04000,-15.48,24.08,YES,47.30,Piecewise Linear
1816,140342,DEL VALLE 10 5,1,Closed,40.80,-0.91,6.40,47.30,YES,5,9.84,0.0011,5.0000,2.9770,0.00,YES,140342,NG (Natural Gas),1.04000,-12.64,24.08,YES,47.30,Piecewise Linear
1816,140342,DEL VALLE 10 5,2,Closed,40.80,-0.91,8.21,47.30,YES,5,9.79,0.0022,5.0000,2.8870,0.00,YES,140342,NG (Natural Gas),1.04000,-15.14,24.08,YES,47.30,Piecewise Linear
1816,140343,DEL VALLE 10 6,1,Closed,40.80,-1.62,21.59,47.30,YES,5,9.78,0.0023,5.0000,3.2520,0.00,YES,140343,NG (Natural Gas),1.04000,-14.36,24.08,YES,47.30,Piecewise Linear
1816,140343,DEL VALLE 10 6,2,Closed,23.29,-1.62,8.30,47.30,YES,5,9.77,0.0025,5.0000,3.2940,0.00,YES,140343,NG (Natural Gas),1.04000,-13.54,24.08,YES,47.30,Piecewise Linear
1818,140350,AUSTIN 56 2,1,Closed,30.01,23.67,15.27,46.50,YES,5,4.98,0.0011,4.5000,3.3820,0.00,YES,140350,NG (Natural Gas),1.04000,-12.33,23.67,YES,46.50,Piecewise Linear
1818,140350,AUSTIN 56 2,2,Closed,28.47,16.80,5.05,33.00,YES,5,5.00,0.0010,4.5000,3.2500,0.00,YES,140350,NG (Natural Gas),1.04000,-11.45,16.80,YES,33.00,Piecewise Linear
1818,140351,AUSTIN 56 3,1,Closed,23.81,14.05,11.36,27.60,YES,5,4.96,0.0027,4.5000,3.2070,0.00,YES,140351,NG (Natural Gas),1.04000,-7.54,14.05,YES,27.60,Piecewise Linear
1818,140351,AUSTIN 56 3,2,Closed,12.42,13.28,4.15,26.10,YES,5,5.01,0.0010,4.5000,3.4360,0.00,YES,140351,NG (Natural Gas),1.04000,-8.94,13.28,YES,26.10,Piecewise Linear
1819,140357,BASTROP 6 5,1,Closed,148.37,-16.70,84.98,172.00,YES,5,6.69,0.0029,4.5000,2.9030,0.00,YES,140353,NG (Natural Gas),1.03900,-50.96,87.55,YES,172.00,Piecewise Linear
1819,140358,BASTROP 6 6,1,Closed,120.49,-16.70,66.92,169.00,YES,5,7.04,0.0009,4.5000,3.4630,0.00,YES,140353,NG (Natural Gas),1.03900,-59.00,86.02,YES,169.00,Piecewise Linear
1819,140359,BASTROP 6 7,1,Closed,145.78,3.57,83.87,169.00,YES,5,7.09,0.0006,4.5000,3.2080,0.00,YES,140359,NG (Natural Gas),1.04000,-48.29,86.02,YES,169.00,Piecewise Linear
1820,140361,DEL VALLE 11 2,1,Closed,99.39,-9.45,27.43,227.00,YES,5,8.44,0.0014,0.0000,3.4900,0.00,YES,140360,NG (Natural Gas),1.04100,-60.32,115.54,YES,227.00,Piecewise Linear
1820,140362,DEL VALLE 11 3,1,Closed,128.53,-2.61,38.50,149.00,YES,5,7.95,0.0023,0.0000,2.8610,0.00,YES,140362,NG (Natural Gas),1.04000,-39.74,75.84,YES,149.00,Piecewise Linear
1820,140363,DEL VALLE 11 4,1,Closed,128.53,-2.68,71.65,149.00,YES,5,7.92,0.0022,0.0000,3.1980,0.00,YES,140363,NG (Natural Gas),1.04000,-38.09,75.84,YES,149.00,Piecewise Linear
1823,140374,WEST POINT 3 3,1,Closed,37.96,4.97,17.07,44.00,YES,5,9.20,0.0010,5.0000,3.0200,0.00,YES,140374,NG (Natural Gas),1.04000,-11.92,22.40,YES,44.00,Piecewise Linear
1823,140374,WEST POINT 3 3,2,Closed,37.96,4.97,15.94,44.00,YES,5,9.16,0.0020,5.0000,3.0940,0.00,YES,140374,NG (Natural Gas),1.04000,-13.44,22.40,YES,44.00,Piecewise Linear
1823,140375,WEST POINT 3 4,1,Closed,34.22,3.10,20.27,44.00,YES,5,9.18,0.0016,5.0000,3.2240,0.00,YES,140375,NG (Natural Gas),1.04000,-12.74,22.40,YES,44.00,Piecewise Linear
1823,140375,WEST POINT 3 4,2,Closed,37.96,3.10,12.07,44.00,YES,5,9.21,0.0008,5.0000,3.3180,0.00,YES,140375,NG (Natural Gas),1.04000,-13.02,22.40,YES,44.00,Piecewise Linear
1824,140377,MANOR 9 2,1,Closed,25.88,12.68,0.00,30.00,YES,5,7.96,0.0020,0.0000,1.0000,0.00,YES,140377,SUN (Solar),1.04000,-8.52,12.68,YES,30.00,Piecewise Linear
2183,150428,GRAHAM 3 3,1,Closed,257.66,-99.95,134.04,390.00,YES,5,10.31,0.0024,4.0000,3.3580,0.00,YES,150426,NG (Natural Gas),1.03800,-99.95,198.51,YES,390.00,Piecewise Linear
2183,150429,GRAHAM 3 4,1,Closed,171.61,-61.99,97.44,234.00,YES,5,11.87,0.0003,4.0000,3.1980,0.00,YES,150426,NG (Natural Gas),1.03800,-61.99,119.11,YES,234.00,Piecewise Linear
2184,150431,KENNEDALE 8 2,1,Closed,375.24,-78.90,110.02,435.00,YES,5,11.71,0.0025,4.0000,3.0200,0.00,YES,150430,NG (Natural Gas),1.04000,-138.49,221.41,YES,435.00,Piecewise Linear
2184,150432,KENNEDALE 8 3,1,Open,0.00,0.00,65.72,435.00,YES,5,12.60,0.0020,4.0000,3.4170,0.00,YES,150430,NG (Natural Gas),1.04000,-135.53,221.41,YES,435.00,Piecewise Linear
2184,150433,KENNEDALE 8 4,1,Closed,340.74,-78.90,141.35,395.00,YES,5,11.08,0.0005,4.0000,3.0650,0.00,YES,150430,NG (Natural Gas),1.04000,-115.51,201.06,YES,395.00,Piecewise Linear
2185,150435,GORDON 3 2,1,Closed,73.79,-3.33,40.82,104.00,YES,5,14.02,0.0020,5.0000,3.3970,0.00,YES,150435,NG (Natural Gas),1.04000,-32.53,52.94,YES,104.00,Piecewise Linear
2185,150436,GORDON 3 3,1,Closed,89.71,-2.67,22.69,104.00,YES,5,14.20,0.0003,5.0000,3.1390,0.00,YES,150436,NG (Natural Gas),1.04000,-31.11,52.94,YES,104.00,Piecewise Linear
2185,150437,GORDON 3 4,1,Closed,172.52,-55.53,90.83,200.00,YES,5,11.34,0.0026,4.0000,3.1450,0.00,YES,150434,NG (Natural Gas),1.03900,-55.53,101.80,YES,200.00,Piecewise Linear
2185,150438,GORDON 3 5,1,Open,0.00,0.00,26.66,100.00,YES,5,12.07,0.0014,4.0000,3.1230,0.00,YES,150438,NG (Natural Gas),1.04000,-31.88,50.90,YES,100.00,Piecewise Linear
2185,150439,GORDON 3 6,1,Closed,29.84,-4.20,8.92,66.00,YES,5,14.44,0.0030,4.0000,3.3530,0.00,YES,150439,NG (Natural Gas),1.04000,-19.48,33.59,YES,66.00,Piecewise Linear
2186,150441,GLEN ROSE 5 2,1,Closed,1039.46,-155.42,571.44,1205.00,YES,5,7.62,0.0020,4.0000,0.7500,0.00,YES,150440,NUC (Nuclear),1.04000,-409.05,443.44,YES,1205.00,Piecewise Linear
2186,150442,GLEN ROSE 5 3,1,Closed,1030.84,-155.42,212.97,1195.00,YES,5,8.49,0.0020,4.0000,0.7500,0.00,YES,150440,NUC (Nuclear),1.04000,-369.20,439.76,YES,1195.00,Piecewise Linear
2187,150445,GRANBURY 10 3,1,Closed,61.25,-0.11,23.29,71.00,YES,5,14.47,0.0010,5.0000,3.0570,0.00,YES,150445,NG (Natural Gas),1.04000,-20.43,36.14,YES,71.00,Piecewise Linear
2187,150446,GRANBURY 10 4,1,Closed,44.17,0.04,21.98,70.00,YES,5,14.36,0.0026,5.0000,3.4060,0.00,YES,150446,NG (Natural Gas),1.04000,-19.83,35.63,YES,70.00,Piecewise Linear
2187,150447,GRANBURY 10 5,1,Closed,35.47,-0.19,13.28,70.00,YES,5,14.52,0.0003,5.0000,3.4170,0.00,YES,150447,NG (Natural Gas),1.04000,-24.37,35.63,YES,70.00,Piecewise Linear
2187,150448,GRANBURY 10 6,1,Closed,53.81,-0.21,31.30,71.00,YES,5,14.44,0.0015,5.0000,3.2430,0.00,YES,150448,NG (Natural Gas),1.04000,-22.95,36.14,YES,71.00,Piecewise Linear
2188,150451,WICHITA FALLS 11 3,1,Closed,16.99,6.47,1.97,19.70,YES,5,18.83,0.0027,4.5000,3.1840,0.00,YES,150451,NG (Natural Gas),1.04000,-5.60,10.03,YES,19.70,Piecewise Linear
2188,150452,WICHITA FALLS 11 4,1,Closed,16.99,6.47,3.14,19.70,YES,5,18.87,0.0005,4.5000,3.1740,0.00,YES,150452,NG (Natural Gas),1.04000,-5.31,10.03,YES,19.70,Piecewise Linear
2188,150454,WICHITA FALLS 11 6,1,Closed,16.99,10.03,3.54,19.70,YES,5,18.84,0.0024,4.5000,2.8330,0.00,YES,150454,NG (Natural Gas),1.04000,-5.60,10.03,YES,19.70,Piecewise Linear
2188,150454,WICHITA FALLS 11 6,2,Closed,7.22,8.65,1.83,17.00,YES,5,18.87,0.0005,4.5000,3.5200,0.00,YES,150454,NG (Natural Gas),1.04000,-5.55,8.65,YES,17.00,Piecewise Linear
2190,150462,JOSHUA 7 3,1,Closed,140.61,7.63,42.85,163.00,YES,5,8.21,0.0001,4.5000,3.2200,0.00,YES,150462,NG (Natural Gas),1.04000,-53.71,82.97,YES,163.00,Piecewise Linear
2190,150463,JOSHUA 7 4,1,Closed,89.71,8.13,37.04,104.00,YES,5,8.20,0.0003,4.5000,3.1360,0.00,YES,150463,NG (Natural Gas),1.04000,-31.43,52.94,YES,104.00,Piecewise Linear
2192,150476,RAINBOW 4 2,1,Closed,167.39,57.97,78.63,280.00,YES,5,7.69,0.0001,4.5000,3.4240,0.00,YES,150475,NG (Natural Gas),1.04200,-73.64,142.52,YES,280.00,Piecewise Linear
2192,150477,RAINBOW 4 3,1,Closed,183.31,-14.12,49.82,212.50,YES,5,7.51,0.0010,4.5000,2.8860,0.00,YES,150477,NG (Natural Gas),1.04000,-65.51,108.16,YES,212.50,Piecewise Linear
2192,150478,RAINBOW 4 4,1,Closed,124.96,57.97,57.60,212.50,YES,5,7.23,0.0023,4.5000,3.4850,0.00,YES,150475,NG (Natural Gas),1.04200,-69.04,108.16,YES,212.50,Piecewise Linear
2193,150481,PERRIN 2 3,1,Closed,126.16,-78.03,34.08,290.50,YES,5,6.89,0.0012,4.5000,3.1880,0.00,YES,150479,NG (Natural Gas),1.04000,-78.03,147.86,YES,290.50,Piecewise Linear
2193,150482,PERRIN 2 4,1,Closed,250.59,-72.97,117.80,290.50,YES,5,6.92,0.0011,4.5000,3.0590,0.00,YES,150479,NG (Natural Gas),1.04000,-72.97,147.86,YES,290.50,Piecewise Linear
2193,150483,PERRIN 2 5,1,Closed,142.33,-12.21,48.08,165.00,YES,5,6.88,0.0022,4.5000,2.9850,0.00,YES,150483,NG (Natural Gas),1.04000,-49.59,83.99,YES,165.00,Piecewise Linear
2193,150484,PERRIN 2 6,1,Closed,100.71,-56.66,19.26,165.00,YES,5,6.81,0.0026,4.5000,3.2160,0.00,YES,150479,NG (Natural Gas),1.04000,-56.66,83.99,YES,165.00,Piecewise Linear
2193,150485,PERRIN 2 7,1,Closed,123.13,-11.76,70.83,165.00,YES,5,6.91,0.0020,4.5000,3.4880,0.00,YES,150485,NG (Natural Gas),1.04000,-57.24,83.99,YES,165.00,Piecewise Linear
2193,150486,PERRIN 2 8,1,Closed,128.81,-9.40,76.51,165.00,YES,5,6.95,0.0018,4.5000,3.3470,0.00,YES,150486,NG (Natural Gas),1.04000,-51.99,83.99,YES,165.00,Piecewise Linear
2194,150488,POOLVILLE 2 2,1,Closed,151.56,-9.48,78.65,230.00,YES,5,6.89,0.0013,4.5000,3.4090,0.00,YES,150488,NG (Natural Gas),1.04000,-75.97,117.07,YES,230.00,Piecewise Linear
2194,150489,POOLVILLE 2 3,1,Closed,194.09,-57.57,109.50,225.00,YES,5,6.56,0.0028,4.5000,3.2320,0.00,YES,150487,NG (Natural Gas),1.03600,-57.57,114.52,YES,225.00,Piecewise Linear
2194,150490,POOLVILLE 2 4,1,Closed,131.04,-6.71,59.72,225.00,YES,5,7.01,0.0008,4.5000,3.3320,0.00,YES,150490,NG (Natural Gas),1.04000,-56.44,114.52,YES,225.00,Piecewise Linear
2195,150492,DESDEMONA 3 2,1,Closed,51.76,4.66,0.00,60.00,YES,5,3.48,0.0010,0.0000,1.0000,0.00,YES,150492,WND (Wind),1.04000,-17.28,28.13,YES,60.00,Piecewise Linear
2197,150496,BRYSON 1 2,1,Closed,103.51,-4.22,0.00,120.00,YES,5,4.47,0.0010,0.0000,1.0000,0.00,YES,150496,WND (Wind),1.04000,-40.40,44.46,YES,120.00,Piecewise Linear
2198,150499,OLNEY 2 3,1,Closed,194.09,-27.11,0.00,225.00,YES,5,4.37,0.0010,0.0000,1.0000,0.00,YES,150499,WND (Wind),1.04000,-71.14,73.89,YES,225.00,Piecewise Linear
2199,150502,WINDTHORST 2 3,1,Closed,138.88,-6.55,0.00,161.00,YES,5,3.47,0.0010,0.0000,1.0000,0.00,YES,150502,WND (Wind),1.04000,-48.32,66.10,YES,161.00,Piecewise Linear
2200,150505,BRYSON 2 3,1,Closed,129.39,-8.76,0.00,150.00,YES,5,4.28,0.0010,0.0000,1.0000,0.00,YES,150505,WND (Wind),1.04000,-43.56,50.70,YES,150.00,Piecewise Linear
2201,150507,MUENSTER 5 2,1,Closed,97.05,12.37,0.00,112.50,YES,5,4.22,0.0010,0.0000,1.0000,0.00,YES,150507,WND (Wind),1.04000,-30.07,52.97,YES,112.50,Piecewise Linear
2202,150510,ODELL 1 2,1,Closed,116.80,-1.12,0.00,135.40,YES,5,4.05,0.0010,0.0000,1.0000,0.00,YES,150510,WND (Wind),1.04000,-35.37,59.57,YES,135.40,Piecewise Linear
2203,150512,JACKSBORO 3 2,1,Closed,94.89,1.72,0.00,110.00,YES,5,4.32,0.0010,0.0000,1.0000,0.00,YES,150512,WND (Wind),1.04000,-30.72,39.41,YES,110.00,Piecewise Linear
2204,150515,WINDTHORST 3 3,1,Closed,175.98,-59.71,0.00,204.00,YES,5,3.46,0.0010,0.0000,1.0000,0.00,YES,150513,WND (Wind),1.04000,-59.71,61.40,YES,204.00,Piecewise Linear
2205,150517,WINDTHORST 4 2,1,Closed,58.31,-9.64,0.00,67.60,YES,5,2.60,0.0010,0.0000,1.0000,0.00,YES,150517,WND (Wind),1.04000,-17.27,32.49,YES,67.60,Piecewise Linear
2206,150520,SEYMOUR 3 2,1,Closed,129.39,-10.90,0.00,150.00,YES,5,3.87,0.0010,0.0000,1.0000,0.00,YES,150520,WND (Wind),1.04000,-47.27,50.99,YES,150.00,Piecewise Linear
2207,150523,RAINBOW 5 3,1,Open,0.00,0.00,83.67,458.30,YES,5,7.90,0.0003,4.5000,3.2350,0.00,YES,150521,NG (Natural Gas),1.04100,-121.94,233.27,YES,458.30,Piecewise Linear
2207,150524,RAINBOW 5 4,1,Closed,282.77,-88.25,96.89,327.80,YES,5,7.60,0.0026,4.5000,2.9710,0.00,YES,150521,NG (Natural Gas),1.04100,-88.25,166.85,YES,327.80,Piecewise Linear
2207,150525,RAINBOW 5 5,1,Closed,284.06,-88.39,53.83,329.30,YES,5,7.69,0.0013,4.5000,3.2100,0.00,YES,150521,NG (Natural Gas),1.04100,-88.39,167.61,YES,329.30,Piecewise Linear
2208,150528,OKLAUNION 2 3,1,Closed,198.40,-12.11,0.00,230.00,YES,5,4.41,0.0010,0.0000,1.0000,0.00,YES,150526,WND (Wind),1.04000,-76.47,98.89,YES,230.00,Piecewise Linear
2209,150531,MUENSTER 6 3,1,Closed,107.83,53.96,0.00,125.00,YES,5,3.86,0.0010,0.0000,1.0000,0.00,YES,150531,WND (Wind),1.04000,-38.24,53.96,YES,125.00,Piecewise Linear
2210,150534,MINGUS 4 3,1,Closed,86.69,-28.76,0.00,100.50,YES,5,3.38,0.0010,0.0000,1.0000,0.00,YES,150534,WND (Wind),1.04000,-28.76,30.71,YES,100.50,Piecewise Linear
2213,150541,DENTON 2 3,1,Closed,14.63,5.09,8.67,18.80,YES,5,8.42,0.0020,0.0000,3.4880,0.00,YES,150541,NG (Natural Gas),1.04000,-5.25,9.57,YES,18.80,Piecewise Linear
2213,150541,DENTON 2 3,2,Closed,13.52,5.09,7.56,18.80,YES,5,9.18,0.0014,0.0000,3.4180,0.00,YES,150541,NG (Natural Gas),1.04000,-6.01,9.57,YES,18.80,Piecewise Linear
2213,150542,DENTON 2 4,1,Closed,16.22,4.73,4.22,18.80,YES,5,8.54,0.0007,0.0000,3.0810,0.00,YES,150542,NG (Natural Gas),1.04000,-6.45,9.57,YES,18.80,Piecewise Linear
2213,150543,DENTON 2 5,1,Closed,9.86,3.35,3.90,18.80,YES,5,8.79,0.0010,0.0000,3.1620,0.00,YES,150543,NG (Natural Gas),1.04000,-5.27,9.57,YES,18.80,Piecewise Linear
2213,150543,DENTON 2 5,2,Closed,16.22,3.35,7.92,18.80,YES,5,8.02,0.0015,0.0000,3.1850,0.00,YES,150543,NG (Natural Gas),1.04000,-5.59,9.57,YES,18.80,Piecewise Linear
2213,150544,DENTON 2 6,1,Closed,16.22,2.27,6.95,18.80,YES,5,8.24,0.0020,0.0000,3.1790,0.00,YES,150544,NG (Natural Gas),1.04000,-4.96,9.57,YES,18.80,Piecewise Linear
2213,150544,DENTON 2 6,2,Closed,9.82,2.27,3.86,18.80,YES,5,8.82,0.0016,0.0000,3.4130,0.00,YES,150544,NG (Natural Gas),1.04000,-4.93,9.57,YES,18.80,Piecewise Linear
2213,150545,DENTON 2 7,1,Closed,8.34,4.93,2.38,18.80,YES,5,8.79,0.0016,0.0000,3.3480,0.00,YES,150545,NG (Natural Gas),1.04000,-6.06,9.57,YES,18.80,Piecewise Linear
2213,150545,DENTON 2 7,2,Closed,16.22,4.93,9.17,18.80,YES,5,8.41,0.0021,0.0000,3.1760,0.00,YES,150545,NG (Natural Gas),1.04000,-6.13,9.57,YES,18.80,Piecewise Linear
2213,150546,DENTON 2 8,1,Closed,16.22,2.75,2.61,18.80,YES,5,8.87,0.0010,0.0000,3.0370,0.00,YES,150546,NG (Natural Gas),1.04000,-4.90,9.57,YES,18.80,Piecewise Linear
2213,150546,DENTON 2 8,2,Closed,16.22,2.75,2.95,18.80,YES,5,8.59,0.0005,0.0000,3.0500,0.00,YES,150546,NG (Natural Gas),1.04000,-4.78,9.57,YES,18.80,Piecewise Linear
2213,150547,DENTON 2 9,1,Closed,16.22,6.62,8.22,18.80,YES,5,8.70,0.0015,0.0000,2.9730,0.00,YES,150547,NG (Natural Gas),1.04000,-6.02,9.57,YES,18.80,Piecewise Linear
2214,150549,SEYMOUR 4 2,1,Closed,26.05,-1.05,0.00,30.20,YES,5,3.72,0.0010,0.0000,1.0000,0.00,YES,150549,WND (Wind),1.04000,-8.27,10.97,YES,30.20,Piecewise Linear
2215,150552,VERNON 2 3,1,Closed,158.55,-12.86,0.00,183.80,YES,5,2.93,0.0010,0.0000,1.0000,0.00,YES,150552,WND (Wind),1.04000,-52.24,62.45,YES,183.80,Piecewise Linear
2216,150554,BLUM 2 2,1,Closed,8.54,3.42,0.00,9.90,YES,5,3.08,0.0050,0.0000,1.0000,0.00,YES,150554,SUN (Solar),1.04000,-3.16,3.42,YES,9.90,Piecewise Linear
2401,160189,CORPUS CHRISTI 27 2,1,Closed,275.18,-10.09,86.55,319.00,YES,5,6.84,0.0029,4.5000,3.2450,0.00,YES,160188,NG (Natural Gas),1.04000,-79.76,162.37,YES,319.00,Piecewise Linear
2401,160190,CORPUS CHRISTI 27 3,1,Closed,135.43,-1.57,75.61,157.00,YES,5,7.39,0.0024,4.5000,2.9710,0.00,YES,160190,NG (Natural Gas),1.04000,-40.97,79.91,YES,157.00,Piecewise Linear
2401,160191,CORPUS CHRISTI 27 4,1,Closed,135.43,-10.09,15.86,157.00,YES,5,7.72,0.0003,4.5000,2.9120,0.00,YES,160188,NG (Natural Gas),1.04000,-40.38,79.91,YES,157.00,Piecewise Linear
2402,160194,VICTORIA 10 3,1,Closed,112.60,2.67,57.13,175.00,YES,5,7.72,0.0018,4.5000,3.1120,0.00,YES,160194,NG (Natural Gas),1.04000,-58.02,89.07,YES,175.00,Piecewise Linear
2402,160195,VICTORIA 10 4,1,Closed,96.01,2.43,56.39,125.00,YES,5,7.79,0.0020,4.5000,3.4650,0.00,YES,160195,NG (Natural Gas),1.04000,-38.21,63.63,YES,125.00,Piecewise Linear
2403,160198,NURSERY 3 3,1,Closed,38.10,-0.72,22.57,49.00,YES,5,9.44,0.0024,4.5000,3.2840,0.00,YES,160198,NG (Natural Gas),1.04000,-16.19,24.94,YES,49.00,Piecewise Linear
2403,160199,NURSERY 3 4,1,Closed,42.27,-0.38,7.59,49.00,YES,5,9.42,0.0028,4.5000,2.9330,0.00,YES,160199,NG (Natural Gas),1.04000,-14.91,24.94,YES,49.00,Piecewise Linear
2403,160199,NURSERY 3 4,2,Closed,41.41,-0.38,11.93,48.00,YES,5,9.50,0.0012,4.5000,3.1020,0.00,YES,160199,NG (Natural Gas),1.04000,-15.27,24.43,YES,48.00,Piecewise Linear
2403,160200,NURSERY 3 5,1,Closed,31.92,-0.46,10.19,37.00,YES,5,9.52,0.0010,4.5000,2.9400,0.00,YES,160200,NG (Natural Gas),1.04000,-12.58,18.83,YES,37.00,Piecewise Linear
2403,160200,NURSERY 3 5,2,Open,0.00,0.00,1.95,10.50,YES,5,8.81,0.0020,5.0000,2.8830,0.00,YES,160200,NG (Natural Gas),1.04000,-3.25,5.34,YES,10.50,Piecewise Linear
2403,160201,NURSERY 3 6,1,Open,0.00,0.00,1.59,10.50,YES,5,9.01,0.0029,5.0000,3.2760,0.00,YES,160201,NG (Natural Gas),1.04000,-3.25,5.34,YES,10.50,Piecewise Linear
2404,160205,CORPUS CHRISTI 28 3,1,Open,0.00,0.00,138.58,319.00,YES,5,7.03,0.0023,4.5000,3.2840,0.00,YES,160203,NG (Natural Gas),1.04000,-105.37,162.37,YES,319.00,Piecewise Linear
2404,160206,CORPUS CHRISTI 28 4,1,Closed,135.43,3.94,39.96,157.00,YES,5,7.64,0.0008,4.5000,2.9430,0.00,YES,160203,NG (Natural Gas),1.04000,-42.92,79.91,YES,157.00,Piecewise Linear
2404,160207,CORPUS CHRISTI 28 5,1,Closed,135.43,-0.55,39.26,157.00,YES,5,7.70,0.0004,4.5000,3.0690,0.00,YES,160207,NG (Natural Gas),1.04000,-48.89,79.91,YES,157.00,Piecewise Linear
2404,160208,CORPUS CHRISTI 28 6,1,Closed,258.79,3.94,92.25,300.00,YES,5,11.39,0.0003,4.0000,2.6320,0.00,YES,160203,NG (Natural Gas),1.04000,-93.82,152.70,YES,300.00,Piecewise Linear
2405,160210,FANNIN 6 2,1,Closed,565.02,11.95,212.55,655.00,YES,5,9.91,0.0008,3.0000,1.7000,0.00,YES,160209,SUB (Subbituminous Coal),1.04100,-218.99,305.23,YES,655.00,Piecewise Linear
2407,160214,BISHOP 4 2,1,Closed,28.04,-0.76,13.73,32.50,YES,5,10.10,0.0008,5.0000,2.8990,0.00,YES,160214,NG (Natural Gas),1.04000,-8.70,16.54,YES,32.50,Piecewise Linear
2408,160216,POINT COMFORT 5 2,1,Closed,62.11,7.09,35.46,72.00,YES,5,5.04,0.0015,4.5000,3.1780,0.00,YES,160216,NG (Natural Gas),1.04000,-22.45,36.65,YES,72.00,Piecewise Linear
2408,160217,POINT COMFORT 5 3,1,Closed,62.11,6.15,9.13,72.00,YES,5,5.14,0.0002,4.5000,3.2430,0.00,YES,160217,NG (Natural Gas),1.04000,-20.87,36.65,YES,72.00,Piecewise Linear
2408,160218,POINT COMFORT 5 4,1,Closed,62.11,11.29,10.37,72.00,YES,5,4.98,0.0024,4.5000,3.0380,0.00,YES,160218,NG (Natural Gas),1.04000,-25.02,36.65,YES,72.00,Piecewise Linear
2408,160219,POINT COMFORT 5 5,1,Closed,45.97,7.27,23.15,72.00,YES,5,5.08,0.0010,4.5000,3.1940,0.00,YES,160219,NG (Natural Gas),1.04000,-24.18,36.65,YES,72.00,Piecewise Linear
2408,160220,POINT COMFORT 5 6,1,Closed,30.57,9.07,7.75,72.00,YES,5,5.07,0.0011,4.5000,3.2700,0.00,YES,160220,NG (Natural Gas),1.04000,-19.32,36.65,YES,72.00,Piecewise Linear
2408,160221,POINT COMFORT 5 7,1,Closed,62.11,5.91,32.35,72.00,YES,5,5.06,0.0013,4.5000,3.0300,0.00,YES,160221,NG (Natural Gas),1.04000,-20.13,36.65,YES,72.00,Piecewise Linear
2408,160222,POINT COMFORT 5 8,1,Closed,49.60,5.32,20.78,57.50,YES,5,5.00,0.0027,4.5000,2.8940,0.00,YES,160222,NG (Natural Gas),1.04000,-20.01,29.27,YES,57.50,Piecewise Linear
2408,160223,POINT COMFORT 5 9,1,Closed,29.71,3.00,14.72,47.30,YES,5,5.14,0.0003,4.5000,3.3000,0.00,YES,160223,NG (Natural Gas),1.04000,-12.08,24.08,YES,47.30,Piecewise Linear
