Branch
From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Mvar From ,MVA From ,Lim MVA,% of MVA Limit (Max),MW Loss,Mvar Loss
170075,POWDERLY 2 1,250149,BLOSSOM 1 1,1,Closed,Line,NO,60.7,-17.1,63.1,312.6,20.2,0.22,-1.64
110724,DANBURY 3 1,110351,LIVERPOOL 2 1,1,Closed,Line,NO,50.8,-37.4,63.1,124.5,51.0,1.31,2.41
150092,MILLSAP 5 1,150371,MINERAL WELLS 4 1,1,Closed,Line,NO,-62.1,11.0,63.0,299.6,21.1,0.10,0.02
150227,HALTOM CITY 5 2,150146,HALTOM CITY 3 1,1,Closed,Line,NO,56.5,-27.8,63.0,140.4,44.9,0.40,0.47
260006,ITASCA 2 1,260187,ITASCA 3 1,1,Closed,Line,NO,62.7,6.2,63.0,275.2,22.9,0.14,-0.59
160296,BLOOMINGTON 5 1,160170,VICTORIA 4 1,1,Closed,Line,NO,62.5,-8.1,63.0,303.5,20.8,0.10,-2.26
160215,POINT COMFORT 5 1,160218,POINT COMFORT 5 4,1,Closed,Transformer,YES,-62.1,-10.5,63.0,357.2,17.7,0.01,0.81
140001,ROUND MOUNTAIN 1 1,270008,JOHNSON CITY 3 1,1,Closed,Line,NO,-62.1,10.2,62.9,285.1,22.2,0.27,-0.63
130052,DALLAS 5 2,130279,DALLAS 31 1,1,Closed,Line,NO,16.5,-60.7,62.9,131.4,48.5,0.44,0.95
230088,RICHARDS 1 1,230113,NEW WAVERLY 6 1,1,Closed,Line,NO,62.4,-7.8,62.9,260.4,24.2,0.15,-2.42
230292,ROCK ISLAND 2 1,230006,ROCK ISLAND 1 1,1,Closed,Line,NO,62.5,-7.5,62.9,264.6,23.8,0.07,-0.25
190200,TAHOKA 1 1,190049,SLATON 1 1,1,Closed,Line,NO,62.6,-6.1,62.9,302.7,20.8,0.54,-0.18
120059,LYTLE 1 1,120182,MOORE 3 1,1,Closed,Line,NO,-62.8,1.1,62.8,312.2,20.4,0.13,-7.54
180035,BENAVIDES 1 1,180041,FREER 2 1,1,Closed,Line,NO,60.6,-16.5,62.8,296.9,21.2,0.48,-3.60
120183,POTEET 4 1,120042,POTEET 2 1,1,Closed,Line,NO,62.8,0.2,62.8,266.4,23.6,0.11,-0.49
170003,COLLINSVILLE 1 1,170447,VALLEY VIEW 2 1,1,Closed,Line,NO,62.0,-10.0,62.8,227.9,27.6,0.24,-1.03
130346,KEMP 2 1,250326,MALAKOFF 2 1,1,Closed,Line,NO,-62.8,0.5,62.8,319.1,20.0,0.14,-10.96
110393,BAYTOWN 4 2,110406,BAYTOWN 8 1,1,Closed,Line,NO,61.9,10.2,62.8,154.4,40.7,0.24,0.59
150004,HOLLIDAY 1 1,150117,SEYMOUR 1 1,1,Closed,Line,NO,-62.0,10.1,62.8,286.6,22.3,0.59,-3.36
110401,BAYTOWN 6 1,110399,BAYTOWN 5 1,1,Closed,Line,NO,-62.2,-8.3,62.8,144.0,44.5,0.92,2.37
150306,NAVAL AIR STATION_ JRB 11 1,150217,NAVAL AIR STATION_ JRB 2 1,1,Closed,Line,NO,-37.1,50.6,62.7,137.7,45.6,0.15,0.21
240103,WEINERT 1 1,240151,LUEDERS 1 1,1,Closed,Line,NO,61.3,-13.3,62.7,296.5,21.2,0.41,-7.09
260034,GRAND PRAIRIE 7 2,260037,GRAND PRAIRIE 9 1,2,Closed,Line,NO,62.1,-8.8,62.7,155.9,40.2,0.94,1.63
260034,GRAND PRAIRIE 7 2,260037,GRAND PRAIRIE 9 1,1,Closed,Line,NO,62.1,-8.8,62.7,155.9,40.2,0.94,1.63
130058,DUNCANVILLE 3 1,130047,DUNCANVILLE 1 1,1,Closed,Line,NO,-61.2,-13.8,62.7,137.7,45.7,0.17,0.44
110459,LEAGUE CITY 4 2,110455,KEMAH 3 1,1,Closed,Line,NO,61.2,13.7,62.7,120.2,52.1,0.38,0.49
111150,STAFFORD 18 1,110914,STAFFORD 15 1,1,Closed,Line,NO,-60.9,-14.7,62.7,256.4,24.4,0.04,-0.77
111141,THOMPSONS 5 2,110666,THOMPSONS 3 1,1,Closed,Line,NO,59.4,-19.9,62.6,142.4,44.0,1.32,2.31
160021,SKIDMORE 1 1,160072,BEEVILLE 1 1,1,Closed,Line,NO,62.1,-8.3,62.6,314.7,19.9,0.32,-2.28
120511,KNIPPA 4 1,120512,KNIPPA 4 2,11,Closed,Transformer,YES,-62.2,7.0,62.6,130.0,48.2,0.00,0.36
130101,DALLAS 18 2,130087,DALLAS 15 1,1,Closed,Line,NO,62.6,0.9,62.6,133.3,47.0,0.16,0.28
160075,GOLIAD 2 1,160085,BERCLAIR 2 1,1,Closed,Line,NO,-62.3,6.0,62.6,265.7,23.9,0.11,-5.35
190069,HEREFORD 1 1,190154,SUMMERFIELD 3 1,1,Closed,Line,NO,-62.3,6.4,62.6,285.2,22.1,0.44,-0.12
130084,MESQUITE 4 1,130091,BALCH SPRINGS 6 2,1,Closed,Line,NO,-61.0,14.1,62.6,127.6,49.2,0.39,0.84
130095,BALCH SPRINGS 9 1,130189,MESQUITE 28 1,1,Closed,Line,NO,50.6,-36.8,62.6,128.6,48.6,0.60,0.30
170275,RICHARDSON 5 1,170305,RICHARDSON 20 1,1,Closed,Line,NO,-51.8,35.0,62.6,119.6,52.3,0.28,0.60
240124,PAINT ROCK 1 1,240109,EDEN 1 1,1,Closed,Line,NO,61.3,-12.5,62.5,274.8,22.8,0.28,-6.75
200108,OLMITO 7 1,200020,OLMITO 1 1,1,Closed,Line,NO,-62.5,1.1,62.5,295.2,21.2,0.12,-0.89
220128,BIG SPRING 8 1,220133,BIG SPRING 8 6,1,Closed,Transformer,YES,-61.2,12.7,62.5,352.0,17.8,0.02,1.29
111078,SANTA FE 3 1,110291,HITCHCOCK 3 1,1,Closed,Line,NO,51.6,-35.3,62.5,288.8,21.6,0.24,-2.35
190091,CANYON 6 1,190092,AMARILLO 16 1,1,Closed,Line,NO,-62.4,4.2,62.5,254.3,24.7,0.08,-1.36
210007,CRANFILLS GAP 2 1,210217,MC GREGOR 2 1,1,Closed,Line,NO,62.5,2.4,62.5,292.5,21.5,0.25,-5.78
150340,CROWLEY 8 1,150335,FORT WORTH 21 1,1,Closed,Line,NO,62.0,7.4,62.5,134.7,46.4,0.20,0.54
250075,KERENS 1 1,250325,KERENS 2 1,1,Closed,Line,NO,62.2,-5.2,62.4,310.9,20.1,0.09,-0.14
200024,OLMITO 2 1,200020,OLMITO 1 1,1,Closed,Line,NO,55.2,-29.2,62.4,326.7,19.1,0.04,-0.18
160215,POINT COMFORT 5 1,160216,POINT COMFORT 5 2,1,Closed,Transformer,YES,-62.1,-5.9,62.4,359.9,17.4,0.02,1.21
240008,FORT MC KAVETT 1 1,240010,SONORA 1 1,1,Closed,Line,NO,-62.3,-1.4,62.3,294.6,21.5,0.24,-11.58
230252,HUNTSVILLE 5 1,230104,HUNTSVILLE 2 1,1,Closed,Line,NO,-61.5,9.9,62.3,263.9,23.8,0.04,-2.37
170580,SHERMAN 6 1,170478,HOWE 2 1,1,Closed,Line,NO,61.0,-12.5,62.3,305.8,20.4,0.06,-0.13
160215,POINT COMFORT 5 1,160217,POINT COMFORT 5 3,1,Closed,Transformer,YES,-62.1,-4.7,62.3,358.5,17.4,0.03,1.40
160215,POINT COMFORT 5 1,160221,POINT COMFORT 5 7,1,Closed,Transformer,YES,-62.1,-4.4,62.2,355.0,17.6,0.02,1.51
180039,HEBBRONVILLE 2 1,180098,LOPENO 2 1,1,Closed,Line,NO,-61.4,10.3,62.2,282.2,22.3,0.51,-0.33
130226,DESOTO 12 1,130241,DESOTO 24 1,1,Closed,Line,NO,60.9,-12.8,62.2,139.6,44.6,0.20,0.44
220128,BIG SPRING 8 1,220132,BIG SPRING 8 5,1,Closed,Transformer,YES,-61.2,11.1,62.2,353.4,17.6,0.03,1.51
220252,PECOS 3 1,220253,PECOS 3 2,11,Closed,Transformer,YES,-60.4,14.8,62.2,130.0,47.8,0.00,0.36
240107,GOULDBUSK 1 1,240134,VOSS 1 1,1,Closed,Line,NO,-61.4,9.9,62.2,290.1,21.6,0.31,-1.12
170495,GREENVILLE 6 1,170505,GREENVILLE 7 1,1,Closed,Line,NO,61.4,-9.7,62.2,307.2,20.2,0.06,-0.60
111151,STAFFORD 18 2,111150,STAFFORD 18 1,1,Closed,Transformer,YES,-60.9,-12.8,62.2,200.3,31.3,0.06,1.90
140323,CEDAR PARK 25 1,140328,CEDAR PARK 25 6,1,Closed,Transformer,YES,-62.1,-3.2,62.2,360.3,17.3,0.02,1.33
111293,TEXAS CITY 8 1,111295,TEXAS CITY 8 3,1,Closed,Transformer,YES,-59.5,-17.9,62.1,344.1,18.1,0.01,0.72
111362,WHARTON 3 1,111367,WHARTON 3 6,1,Closed,Transformer,YES,-62.1,1.2,62.1,361.1,17.2,0.02,1.17
111362,WHARTON 3 1,111368,WHARTON 3 7,1,Closed,Transformer,YES,-62.1,1.6,62.1,360.8,17.2,0.03,1.54
111362,WHARTON 3 1,111366,WHARTON 3 5,1,Closed,Transformer,YES,-62.1,1.6,62.1,363.4,17.1,0.03,1.60
110744,HUMBLE 9 3,110760,HUMBLE 10 1,1,Closed,Line,NO,61.9,-3.9,62.1,159.0,39.0,0.23,0.53
190009,HAPPY 2 1,190016,HAPPY 3 1,1,Closed,Line,NO,-61.7,6.7,62.1,338.2,18.4,0.19,0.08
111037,CYPRESS 45 3,111036,CYPRESS 45 2,1,Closed,Transformer,YES,-61.5,-8.1,62.0,203.0,30.8,0.09,2.60
240251,SILVER 2 1,240256,SILVER 2 6,1,Closed,Transformer,YES,-60.0,15.7,62.0,344.8,18.0,0.02,1.30
270002,STONEWALL 2 2,270011,HYE 2 1,1,Closed,Line,NO,62.0,-1.5,62.0,315.2,19.7,0.17,-2.17
111269,CHANNELVIEW 13 1,111275,CHANNELVIEW 13 7,1,Closed,Transformer,YES,-60.4,-14.1,62.0,350.7,17.7,0.01,0.71
160023,TYNAN 1 1,160033,SKIDMORE 2 1,1,Closed,Line,NO,-59.3,17.9,62.0,280.7,22.4,0.20,-2.11
140161,DEL VALLE 5 1,270064,DALE 4 1,1,Closed,Line,NO,-61.8,-4.3,62.0,277.3,22.4,0.19,-3.47
190062,TULIA 1 2,190061,TULIA 1 1,1,Closed,Transformer,YES,-54.3,-29.7,61.9,293.2,21.2,0.01,0.42
190063,WILDORADO 1 1,190069,HEREFORD 1 1,1,Closed,Line,NO,-61.8,3.4,61.9,283.8,22.1,0.43,-2.97
160094,BISHOP 3 1,160099,ROBSTOWN 4 1,1,Closed,Line,NO,60.6,-12.4,61.9,270.3,22.9,0.46,0.21
270157,SAN MARCOS 3 2,270156,SAN MARCOS 3 1,1,Closed,Transformer,YES,-61.9,0.1,61.9,251.5,24.6,0.06,1.97
150012,GLEN ROSE 1 1,150017,IREDELL 1 1,1,Closed,Line,NO,60.4,-13.6,61.9,294.6,21.0,0.29,0.17
160078,TULETA 1 1,120193,RUNGE 3 1,1,Closed,Line,NO,60.1,-14.5,61.8,302.5,20.4,0.09,-3.84
250270,DEPORT 2 1,250166,BOGATA 3 1,1,Closed,Line,NO,-60.8,11.1,61.8,306.2,20.2,0.10,-0.36
180025,LAREDO 19 1,180024,LAREDO 18 1,1,Closed,Line,NO,-61.5,6.5,61.8,275.1,22.5,0.06,-0.16
140162,DEL VALLE 5 2,140161,DEL VALLE 5 1,1,Closed,Transformer,YES,-61.8,-2.3,61.8,211.0,29.4,0.05,1.93
120236,UNIVERSAL CITY 6 2,120234,UNIVERSAL CITY 5 1,1,Closed,Line,NO,59.1,18.0,61.8,149.8,41.2,0.29,0.52
170155,LAVON 2 1,170173,ROWLETT 1 1,1,Closed,Line,NO,61.7,-3.5,61.8,294.8,21.0,0.15,-0.07
120175,PEARSALL 5 1,120448,PEARSALL 6 2,1,Closed,Line,NO,-60.7,11.4,61.7,316.2,19.5,0.04,-0.15
111182,GALENA PARK 18 1,111187,GALENA PARK 18 6,1,Closed,Transformer,YES,-55.2,-27.7,61.7,313.7,19.8,0.03,1.01
210353,PRIDDY 4 2,210352,PRIDDY 4 1,1,Closed,Transformer,YES,-60.8,10.4,61.7,365.8,16.9,0.02,0.95
210353,PRIDDY 4 2,210073,PRIDDY 1 1,1,Closed,Line,NO,60.8,-10.4,61.7,289.9,21.3,0.24,-0.85
190117,MCADOO 1 1,190043,SPUR 1 1,1,Closed,Line,NO,61.7,-0.0,61.7,281.3,21.9,0.32,-0.37
160072,BEEVILLE 1 1,160078,TULETA 1 1,1,Closed,Line,NO,60.8,-10.0,61.7,273.4,22.6,0.25,0.23
190197,FLUVANNA 4 1,190076,IRA 2 1,1,Closed,Line,NO,61.5,-4.4,61.7,305.7,20.2,0.26,-0.02
270045,HALLETTSVILLE 4 1,230009,SHERIDAN 2 1,1,Closed,Line,NO,61.2,-7.5,61.7,241.9,25.5,0.11,-3.22
111219,LA PORTE 9 1,111220,LA PORTE 9 2,1,Closed,Transformer,YES,-60.5,-11.7,61.6,335.8,18.5,0.05,1.37
130350,DUNCANVILLE 14 1,130352,DUNCANVILLE 14 3,1,Closed,Transformer,YES,-58.1,-20.5,61.6,390.6,15.9,0.02,1.50
210297,DE LEON 3 1,210096,DUBLIN 4 1,2,Closed,Line,NO,59.9,-14.0,61.5,319.8,19.2,0.20,-1.34
210297,DE LEON 3 1,210096,DUBLIN 4 1,1,Closed,Line,NO,59.9,-14.0,61.5,319.8,19.2,0.20,-1.34
110045,LOUISE 1 1,110057,LOUISE 3 1,1,Closed,Line,NO,-59.8,14.2,61.5,270.9,23.1,0.19,-3.92
120365,BULVERDE 11 1,120367,BULVERDE 13 1,1,Closed,Line,NO,-4.9,61.3,61.5,110.9,55.4,0.32,0.53
140281,ROUND ROCK 12 1,140277,HUTTO 1 1,1,Closed,Line,NO,-57.1,-22.8,61.5,284.0,21.6,0.08,-0.66
250045,WELLS 1 1,250338,WELLS 2 1,1,Closed,Line,NO,-61.2,5.3,61.4,297.0,20.7,0.08,-0.17
130077,SUNNYVALE 1 2,130078,SUNNYVALE 2 1,1,Closed,Line,NO,59.2,-16.3,61.4,133.0,46.2,0.63,1.11
111277,GALENA PARK 20 1,110786,GALENA PARK 10 1,1,Closed,Line,NO,60.1,-12.3,61.4,132.4,46.4,0.15,0.30
111277,GALENA PARK 20 1,111114,GALENA PARK 15 2,1,Closed,Line,NO,-60.1,12.3,61.4,132.3,46.5,0.25,0.62
140025,PAIGE 2 1,140373,WEST POINT 3 2,1,Closed,Line,NO,-61.4,0.3,61.4,320.3,19.3,0.12,-4.54
230157,GROESBECK 2 1,230241,TEAGUE 3 1,1,Closed,Line,NO,61.3,0.5,61.3,290.8,21.1,0.21,-0.52
270075,CUERO 3 1,270088,CUERO 6 1,1,Closed,Line,NO,59.5,-14.6,61.3,261.3,23.5,0.04,-0.31
170111,MCKINNEY 3 1,170110,MCKINNEY 2 1,1,Closed,Line,NO,53.9,29.1,61.3,125.8,48.7,0.29,0.70
150443,GRANBURY 10 1,150445,GRANBURY 10 3,1,Closed,Transformer,YES,-61.2,1.3,61.2,354.6,17.3,0.02,1.21
240083,SAN ANGELO 1 1,240080,CARLSBAD 1 1,1,Closed,Line,NO,-60.7,7.8,61.2,298.8,20.6,0.13,-1.64
270148,DRIFTWOOD 7 1,140176,DRIFTWOOD 3 1,1,Closed,Line,NO,59.3,-15.0,61.2,288.1,21.2,0.10,-2.78
150118,THROCKMORTON 1 1,150113,NEWCASTLE 1 1,1,Closed,Line,NO,60.1,-11.4,61.2,312.2,19.6,0.28,-1.82
250045,WELLS 1 1,250339,POLLOK 4 1,1,Closed,Line,NO,60.9,-5.3,61.2,296.5,20.6,0.22,-2.72
110445,WEBSTER 4 1,110432,WEBSTER 1 1,1,Closed,Line,NO,61.2,-0.6,61.2,280.7,21.8,0.04,-0.69
110335,BELLAIRE 17 2,110888,FRESNO 3 2,1,Closed,Line,NO,-61.1,2.2,61.1,131.5,47.0,0.64,0.96
160121,MCFADDIN 1 1,160108,TIVOLI 1 1,1,Closed,Line,NO,-58.6,17.2,61.1,270.8,22.8,0.21,-1.67
130114,DALLAS 21 2,130105,DALLAS 19 2,2,Closed,Line,NO,-32.3,51.8,61.1,153.5,39.8,0.32,0.56
130114,DALLAS 21 2,130105,DALLAS 19 2,1,Closed,Line,NO,-32.3,51.8,61.1,153.5,39.8,0.32,0.56
190030,LELIA LAKE 1 1,190032,SHAMROCK 2 1,1,Closed,Line,NO,-60.7,6.3,61.0,277.6,22.3,0.66,-2.77
110415,CHANNELVIEW 3 2,110419,CHANNELVIEW 5 3,1,Closed,Line,NO,-58.4,17.6,61.0,148.6,41.3,0.19,-0.45
210108,BUCKHOLTS 1 1,230145,ROCKDALE 3 1,1,Closed,Line,NO,60.0,-11.1,61.0,249.8,24.4,0.07,-8.29
240097,BROOKESMITH 2 1,240100,BANGS 2 1,1,Closed,Line,NO,-58.7,16.6,61.0,274.5,22.5,0.21,-1.80
140131,ROUND ROCK 1 2,140141,ROUND ROCK 2 1,1,Closed,Line,NO,60.3,9.1,61.0,161.5,37.7,0.27,0.60
120016,LA PRYOR 1 1,180076,LA PRYOR 3 1,1,Closed,Line,NO,-60.8,4.7,60.9,281.1,21.8,0.30,-0.18
120016,LA PRYOR 1 1,120011,UVALDE 1 1,1,Closed,Line,NO,60.8,-4.7,60.9,279.6,21.8,0.14,-1.87
220170,FORSAN 4 1,220185,FORSAN 7 2,1,Closed,Line,NO,60.9,-2.3,60.9,294.0,20.7,0.09,-0.15
110674,SUGAR LAND 55 1,110683,SUGAR LAND 59 1,1,Closed,Line,NO,58.3,-17.7,60.9,137.0,44.5,0.18,-0.42
170220,FRISCO 5 3,170216,LITTLE ELM 2 1,1,Closed,Line,NO,60.3,-8.4,60.9,118.5,51.4,0.52,1.27
111305,SWEENY 5 1,111306,SWEENY 5 2,1,Closed,Transformer,YES,-60.9,0.6,60.9,387.6,15.7,0.03,1.59
210003,CRANFILLS GAP 1 1,210091,HICO 1 2,1,Closed,Line,NO,-60.7,3.6,60.8,318.2,19.3,0.53,0.95
150171,GODLEY 3 1,150379,GRANBURY 2 1,1,Closed,Line,NO,-60.8,-0.9,60.8,271.4,22.6,0.58,1.09
200043,HIDALGO 1 1,200124,MCALLEN 8 1,1,Closed,Line,NO,60.7,-3.8,60.8,307.4,19.8,0.05,-0.24
150079,LIPAN 1 1,150407,GRANBURY 8 1,1,Closed,Line,NO,60.7,-4.2,60.8,264.1,23.0,0.19,-6.91
170356,GARLAND 38 1,170346,GARLAND 30 1,1,Closed,Line,NO,52.1,-31.3,60.8,129.8,46.8,0.02,0.03
210146,HEWITT 3 3,210132,WACO 4 1,2,Closed,Line,NO,57.8,-18.6,60.7,164.0,37.0,0.40,0.74
210146,HEWITT 3 3,210132,WACO 4 1,1,Closed,Line,NO,57.8,-18.6,60.7,164.0,37.0,0.40,0.74
120374,SAN ANTONIO 43 1,120380,SAN ANTONIO 47 1,1,Closed,Line,NO,-60.6,-3.8,60.7,282.7,21.5,0.13,-0.56
111189,CYPRESS 54 1,111190,CYPRESS 54 2,1,Closed,Transformer,YES,-60.5,-4.5,60.7,386.0,15.8,0.03,1.38
120011,UVALDE 1 1,120001,KNIPPA 1 1,1,Closed,Line,NO,60.6,-2.8,60.7,266.8,22.7,0.19,-1.19
110093,MIDFIELD 1 1,110081,ELMATON 1 1,1,Closed,Line,NO,49.0,-35.7,60.7,271.2,22.4,0.11,-3.02
250310,RUSK 4 1,250136,RUSK 1 1,1,Closed,Line,NO,59.9,-9.6,60.7,272.6,22.3,0.11,0.19
130139,CARROLLTON 3 2,130137,CARROLLTON 2 1,1,Closed,Line,NO,-28.5,53.6,60.7,138.6,43.8,0.04,0.06
230006,ROCK ISLAND 1 1,230004,WEIMAR 1 1,1,Closed,Line,NO,60.1,-7.9,60.6,263.6,23.0,0.14,-0.73
111250,DEER PARK 12 1,111254,DEER PARK 12 5,1,Closed,Transformer,YES,-59.5,-11.8,60.6,318.9,19.1,0.05,1.41
200015,DONNA 3 1,200129,SAN JUAN 2 1,1,Closed,Line,NO,60.3,-6.6,60.6,308.0,19.7,0.05,-0.49
210050,BURNET 3 1,210052,BEND 1 1,1,Closed,Line,NO,-60.4,5.2,60.6,287.6,21.2,0.24,-0.41
250095,ALBA 3 1,250027,ALBA 1 1,1,Closed,Line,NO,57.5,-19.1,60.6,244.0,24.8,0.12,-0.90
160096,ORANGE GROVE 4 1,160055,SANDIA 3 1,1,Closed,Line,NO,60.6,0.4,60.6,269.7,22.5,0.03,-0.08
150057,STRAWN 1 1,150533,MINGUS 4 2,1,Closed,Line,NO,-60.1,7.7,60.6,248.2,24.6,0.67,0.60
110533,DEER PARK 2 1,110555,CHANNELVIEW 12 1,1,Closed,Line,NO,-58.2,16.7,60.5,136.6,44.4,0.26,0.74
170405,GARLAND 67 1,170418,GARLAND 79 1,1,Closed,Line,NO,41.3,-44.3,60.5,106.5,57.0,0.15,0.34
111269,CHANNELVIEW 13 1,111272,CHANNELVIEW 13 4,1,Closed,Transformer,YES,-60.2,-6.1,60.5,346.3,17.5,0.02,1.36
160287,ARMSTRONG 4 1,200148,PORT MANSFIELD 1 1,1,Closed,Line,NO,58.8,-14.2,60.5,277.9,21.8,0.47,-5.42
230251,NEW WAVERLY 7 1,230113,NEW WAVERLY 6 1,1,Closed,Line,NO,-60.2,5.4,60.5,258.9,23.4,0.10,-0.14
260101,GRAPEVINE 1 1,260160,SOUTHLAKE 5 1,1,Closed,Line,NO,-10.8,-59.5,60.5,127.2,48.0,0.56,0.52
130277,DALLAS 29 1,130283,DALLAS 34 1,2,Closed,Line,NO,54.3,-26.5,60.4,164.0,36.8,1.02,1.34
130277,DALLAS 29 1,130283,DALLAS 34 1,1,Closed,Line,NO,54.3,-26.5,60.4,164.0,36.8,1.02,1.34
220160,ODESSA 19 1,220164,ODESSA 19 5,1,Closed,Transformer,YES,-60.4,0.7,60.4,346.3,17.4,0.02,1.18
210098,GUSTINE 2 1,210348,COMANCHE 4 2,1,Closed,Line,NO,-59.9,7.1,60.3,298.4,20.4,0.29,-1.13
150223,HALTOM CITY 4 2,150222,HALTOM CITY 4 1,1,Closed,Transformer,YES,-54.0,26.8,60.3,195.2,30.9,0.05,1.32
111235,LIVERPOOL 5 1,110883,FRESNO 2 1,1,Closed,Line,NO,-36.1,-48.3,60.3,1102.7,5.5,0.02,-29.87
180017,LAREDO 12 1,180030,LAREDO 22 1,1,Closed,Line,NO,-58.6,14.1,60.3,288.1,20.9,0.02,-0.13
200122,MCALLEN 6 1,200123,MCALLEN 7 1,1,Closed,Line,NO,-59.9,-6.7,60.3,302.9,19.9,0.04,-1.00
120242,SAN ANTONIO 6 2,120282,SAN ANTONIO 21 1,1,Closed,Line,NO,60.1,4.5,60.2,156.4,38.5,0.31,0.60
160225,BLOOMINGTON 3 1,160121,MCFADDIN 1 1,1,Closed,Line,NO,-58.2,15.6,60.2,265.6,22.9,0.16,-1.68
250203,TYLER 6 1,250224,TYLER 13 2,1,Closed,Line,NO,-21.1,56.4,60.2,260.9,23.2,0.05,-0.23
130344,SCURRY 3 1,130339,KAUFMAN 4 1,1,Closed,Line,NO,-60.0,-4.2,60.2,288.6,20.8,0.07,-1.78
170072,PARIS 1 1,170455,PARIS 4 1,1,Closed,Line,NO,60.1,-3.5,60.2,332.5,18.1,0.11,-0.12
110426,GALENA PARK 6 1,110424,GALENA PARK 4 1,1,Closed,Line,NO,38.0,46.7,60.2,122.2,49.2,0.65,1.39
150098,WICHITA FALLS 2 1,150427,GRAHAM 3 2,2,Closed,Line,NO,58.6,-13.6,60.2,326.5,18.4,0.73,-6.72
150098,WICHITA FALLS 2 1,150427,GRAHAM 3 2,1,Closed,Line,NO,58.6,-13.6,60.2,326.5,18.4,0.73,-6.72
110182,KATY 3 1,110184,KATY 5 1,1,Closed,Line,NO,-58.3,-14.7,60.1,134.1,45.0,0.15,0.12
120310,LACKLAND A F B 12 2,120307,LACKLAND A F B 11 1,1,Closed,Line,NO,59.9,-5.6,60.1,172.3,34.9,0.13,-0.19
220227,LAMESA 2 1,220246,LAMESA 3 1,1,Closed,Line,NO,59.5,8.5,60.1,275.0,21.9,0.07,0.11
120389,CONVERSE 5 1,120395,CONVERSE 7 1,1,Closed,Line,NO,-57.5,17.4,60.1,159.1,37.9,0.26,0.49
240187,SAN ANGELO 2 1,240083,SAN ANGELO 1 1,1,Closed,Line,NO,-59.6,8.0,60.1,297.7,20.2,0.08,-0.07
110543,DEER PARK 6 1,110542,DEER PARK 5 2,1,Closed,Line,NO,-60.0,-2.9,60.1,159.9,37.7,0.14,0.25
140143,CEDAR PARK 7 2,140144,CEDAR PARK 8 1,1,Closed,Line,NO,59.8,6.1,60.1,137.2,43.8,0.33,0.63
200139,GRULLA 4 1,200140,SULLIVAN CITY 2 1,1,Closed,Line,NO,55.5,-22.9,60.1,292.9,20.5,0.07,-1.26
150327,ROANOKE 5 1,150258,KELLER 4 1,1,Closed,Line,NO,-60.1,-0.4,60.1,246.6,24.4,0.15,-0.36
110529,TOMBALL 20 2,110512,TOMBALL 13 1,1,Closed,Line,NO,60.0,2.3,60.1,153.1,39.2,0.45,1.05
160073,NORMANNA 2 1,160023,TYNAN 1 1,1,Closed,Line,NO,-57.8,16.5,60.1,280.0,21.7,0.36,-1.70
150328,ROANOKE 5 2,150327,ROANOKE 5 1,1,Closed,Transformer,YES,-60.0,1.7,60.0,182.4,32.9,0.06,2.08
120391,UNIVERSAL CITY 10 2,120390,UNIVERSAL CITY 10 1,1,Closed,Transformer,YES,-60.0,-1.5,60.0,183.8,32.7,0.07,1.86
150093,STRAWN 4 1,150057,STRAWN 1 1,1,Closed,Line,NO,-59.4,7.3,59.9,247.1,24.3,0.10,-0.44
150174,CLEBURNE 4 2,150173,CLEBURNE 4 1,1,Closed,Transformer,YES,-58.8,-11.3,59.9,183.9,32.8,0.06,1.62
220003,MARFA 1 1,220015,BALMORHEA 1 1,1,Closed,Line,NO,-58.7,11.6,59.8,289.4,21.4,0.67,-5.88
110392,BAYTOWN 4 1,111240,BAYTOWN 11 1,1,Closed,Line,NO,49.6,-33.4,59.8,284.1,21.1,0.09,0.01
130050,DALLAS 4 1,130272,DALLAS 24 2,1,Closed,Line,NO,-48.5,35.0,59.8,129.8,46.1,0.49,1.06
110809,RICHMOND 4 1,110811,RICHMOND 6 1,1,Closed,Line,NO,-8.3,59.2,59.8,118.8,50.3,0.19,0.58
111293,TEXAS CITY 8 1,111296,TEXAS CITY 8 4,1,Closed,Transformer,YES,-59.5,-5.9,59.8,344.1,17.4,0.03,1.65
120193,RUNGE 3 1,160074,RUNGE 4 1,1,Closed,Line,NO,58.8,-11.0,59.8,302.3,19.8,0.13,-1.14
250282,LUFKIN 7 1,250337,LUFKIN 12 1,1,Closed,Line,NO,-57.9,14.8,59.8,279.4,22.1,0.07,-6.81
240030,LAUGHLIN A F B 6 1,240025,LAUGHLIN A F B 4 1,1,Closed,Line,NO,-59.0,9.8,59.8,290.6,20.6,0.04,0.02
190059,CHILDRESS 2 2,190058,CHILDRESS 2 1,1,Closed,Transformer,YES,-59.3,-7.1,59.7,369.6,16.2,0.02,1.31
140250,LEANDER 7 1,140252,CEDAR PARK 21 1,1,Closed,Line,NO,57.2,17.2,59.7,156.8,38.2,0.39,-1.85
140021,BASTROP 3 1,140354,BASTROP 6 2,1,Closed,Line,NO,-58.7,10.7,59.7,293.0,20.4,0.08,-0.28
150076,GORDON 2 1,150533,MINGUS 4 2,1,Closed,Line,NO,-59.5,3.3,59.6,263.8,22.7,0.18,-1.52
