Bus
Number,Substation Latitude,Substation Longitude,Area Num,Sub Name,Name,Area Name,Nom kV,PU Volt,Volt (kV),Angle (Deg),Load MW,Load Mvar,Gen MW,Sub Num,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Zone Num
200111,25.9171000,-97.3912000,4,PORT ISABEL 4,PORT ISABEL 4 1,South,138.00,1.04643,144.407,28.82,3.01,0.60,,3246,,,0.00,0.00,1
170201,33.0636000,-96.5160000,5,WYLIE 4,WYLIE 4 1,North Central,69.00,1.01550,70.069,-27.36,0.83,0.00,,2600,,,0.00,0.00,1
170202,33.0880000,-96.6758000,5,PLANO 3,PLANO 3 1,North Central,138.00,1.00731,139.009,-27.53,,,,2601,,,0.00,0.00,1
170203,33.0880000,-96.6758000,5,PLANO 3,PLANO 3 2,North Central,69.00,1.00399,69.275,-29.33,64.60,5.42,,2601,,,0.00,0.00,1
170204,33.1243000,-96.6588000,5,ALLEN 10,ALLEN 10 1,North Central,138.00,1.01314,139.813,-26.17,,,,2602,,,0.00,0.00,1
170205,33.1243000,-96.6588000,5,ALLEN 10,ALLEN 10 2,North Central,69.00,1.00543,69.375,-29.23,46.10,6.80,,2602,,,0.00,0.00,1
200109,26.0048000,-97.5243000,4,OLMITO 8,OLMITO 8 1,South,138.00,1.03933,143.428,27.83,5.20,0.98,,3244,,,0.00,0.00,1
170207,33.0273000,-96.6711000,5,PLANO 4,PLANO 4 2,North Central,69.00,1.02764,70.907,-30.27,56.50,15.80,,2603,,,0.00,0.00,1
170208,33.1341000,-96.7923000,5,FRISCO 1,FRISCO 1 1,North Central,138.00,1.01309,139.806,-28.33,,,,2604,,,0.00,0.00,1
170209,33.1341000,-96.7923000,5,FRISCO 1,FRISCO 1 2,North Central,69.00,1.00707,69.488,-30.79,33.40,8.60,,2604,,,0.00,0.00,1
111149,29.6804000,-95.6159000,7,SUGAR LAND 67,SUGAR LAND 67 1,Coast,69.00,1.00750,69.518,-23.03,22.90,5.20,,810,,,0.00,0.00,1
170211,33.1458000,-96.8199000,5,FRISCO 2,FRISCO 2 2,North Central,69.00,1.00920,69.635,-31.14,44.60,10.10,,2605,,,0.00,0.00,1
110574,29.7999000,-95.7290000,7,KATY 73,KATY 73 1,Coast,69.00,1.03828,71.641,-24.21,29.60,5.50,,401,,106.92,0.00,0.00,1
170213,33.0906000,-96.8695000,5,THE COLONY 4,THE COLONY 4 1,North Central,69.00,1.03499,71.414,-33.26,32.50,10.80,,2607,,102.84,0.00,0.00,1
170214,33.1469000,-96.8367000,5,FRISCO 4,FRISCO 4 1,North Central,69.00,1.00632,69.436,-31.50,18.50,4.07,,2608,,,0.00,0.00,1
170215,33.1818000,-96.7968000,5,PROSPER 9,PROSPER 9 1,North Central,69.00,1.01738,70.199,-31.23,17.40,1.35,,2609,,,0.00,0.00,1
110287,29.8618000,-95.7323000,7,KATY 72,KATY 72 1,Coast,69.00,1.02939,71.028,-24.54,0.90,0.30,,186,,,0.00,0.00,1
170217,33.1073000,-96.8969000,5,THE COLONY 5,THE COLONY 5 1,North Central,69.00,1.02711,70.871,-32.37,25.30,8.30,,2611,,,0.00,0.00,1
130358,32.7563000,-96.4916000,5,FORNEY 3,FORNEY 3 2,North Central,138.00,1.02965,142.092,-22.36,,,,1571,,,0.00,0.00,1
170219,33.1759000,-96.8906000,5,FRISCO 5,FRISCO 5 2,North Central,138.00,1.02420,141.339,-25.03,,,,2612,,,0.00,0.00,1
130357,32.7563000,-96.4916000,5,FORNEY 3,FORNEY 3 1,North Central,345.00,1.04000,358.800,-15.66,,,,1571,,537.27,0.00,0.00,1
170221,33.1026000,-96.8497000,5,FRISCO 6,FRISCO 6 1,North Central,69.00,1.02280,70.573,-33.08,36.10,9.70,,2613,,,0.00,0.00,1
170222,33.1414000,-96.8687000,5,FRISCO 7,FRISCO 7 1,North Central,138.00,1.01511,140.085,-27.39,73.40,47.80,,2614,,,0.00,0.00,1
170223,33.1414000,-96.8687000,5,FRISCO 7,FRISCO 7 2,North Central,69.00,1.01917,70.323,-29.80,47.90,14.50,,2614,,,0.00,0.00,1
170224,33.1308000,-96.7853000,5,FRISCO 8,FRISCO 8 1,North Central,69.00,1.00648,69.447,-31.19,15.70,2.03,,2615,,,0.00,0.00,1
170225,32.9995000,-96.9391000,5,CARROLLTON 13,CARROLLTON 13 1,North Central,69.00,1.00406,69.280,-32.64,27.30,12.86,,2616,,,0.00,0.00,1
170226,33.3471000,-96.5617000,5,ANNA 1,ANNA 1 1,North Central,138.00,1.03278,142.524,-28.78,,,,2617,,,0.00,0.00,1
170227,33.3471000,-96.5617000,5,ANNA 1,ANNA 1 2,North Central,69.00,1.02679,70.848,-29.45,21.10,6.50,,2617,,,0.00,0.00,1
170228,33.3127000,-96.3808000,5,BLUE RIDGE 1,BLUE RIDGE 1 1,North Central,69.00,1.01856,70.281,-29.04,7.50,2.64,,2618,,,0.00,0.00,1
170229,33.3613000,-96.6815000,5,CELINA 4,CELINA 4 1,North Central,69.00,1.02518,70.738,-29.69,7.30,1.43,,2619,,,0.00,0.00,1
170230,33.3143000,-96.6172000,5,MELISSA 1,MELISSA 1 1,North Central,69.00,1.02020,70.394,-29.90,0.52,0.09,,2620,,,0.00,0.00,1
170231,33.3578000,-96.4854000,2,ANNA 2,ANNA 2 1,North,69.00,1.02081,70.436,-29.56,9.40,1.20,,2621,,,0.00,0.00,1
170232,33.2678000,-96.4893000,5,MELISSA 2,MELISSA 2 1,North Central,69.00,1.01695,70.169,-29.33,3.69,0.68,,2622,,,0.00,0.00,1
170233,33.3758000,-96.4241000,5,BLUE RIDGE 2,BLUE RIDGE 2 1,North Central,69.00,1.01971,70.360,-29.41,1.95,0.08,,2623,,,0.00,0.00,1
170234,33.3027000,-96.3330000,5,BLUE RIDGE 3,BLUE RIDGE 3 1,North Central,69.00,1.01989,70.373,-28.59,1.88,0.68,,2624,,0.00,0.00,0.00,1
170235,33.2702000,-96.5646000,5,MELISSA 3,MELISSA 3 1,North Central,138.00,1.02793,141.854,-29.06,,,,2625,,,0.00,0.00,1
170236,33.2702000,-96.5646000,5,MELISSA 3,MELISSA 3 2,North Central,69.00,1.01440,69.994,-30.16,26.20,8.30,,2625,,,0.00,0.00,1
170237,33.0390000,-97.0079000,5,LEWISVILLE 1,LEWISVILLE 1 1,North Central,138.00,1.00679,138.937,-29.66,,,,2626,,,0.00,0.00,1
170238,33.0390000,-97.0079000,5,LEWISVILLE 1,LEWISVILLE 1 2,North Central,69.00,1.00116,69.080,-32.14,45.60,10.46,,2626,,,0.00,0.00,1
170239,33.0752000,-97.0408000,5,LAKE DALLAS 1,LAKE DALLAS 1 1,North Central,69.00,1.03498,71.414,-32.88,24.90,5.70,,2627,,,0.00,0.00,1
170240,33.0681000,-97.0252000,5,LAKE DALLAS 2,LAKE DALLAS 2 1,North Central,69.00,1.04538,72.131,-33.61,21.80,4.93,,2628,,101.63,0.00,0.00,1
170241,33.0260000,-97.0104000,5,LEWISVILLE 2,LEWISVILLE 2 1,North Central,69.00,0.99999,68.999,-32.36,38.00,10.13,,2629,,,0.00,0.00,1
170242,33.0629000,-96.8109000,5,PLANO 5,PLANO 5 1,North Central,138.00,1.01687,140.328,-29.69,,,,2630,,,0.00,0.00,1
170243,33.0629000,-96.8109000,5,PLANO 5,PLANO 5 2,North Central,69.00,1.03025,71.087,-31.55,46.60,12.00,,2630,,,0.00,0.00,1
170244,33.0504000,-96.7015000,5,PLANO 6,PLANO 6 1,North Central,69.00,0.99884,68.920,-32.79,19.40,2.94,,2631,,,0.00,0.00,1
170245,33.0898000,-96.7632000,5,PLANO 7,PLANO 7 1,North Central,69.00,1.00952,69.657,-30.27,27.20,4.25,,2632,,,0.00,0.00,1
170246,33.0782000,-96.7828000,5,PLANO 8,PLANO 8 1,North Central,138.00,1.01865,140.574,-29.91,,,,2633,,,0.00,0.00,1
170247,33.0782000,-96.7828000,5,PLANO 8,PLANO 8 2,North Central,69.00,1.02406,70.660,-30.59,27.30,3.69,,2633,,,0.00,0.00,1
170248,33.0202000,-96.7335000,5,PLANO 9,PLANO 9 1,North Central,138.00,1.02142,140.956,-27.93,,,,2634,,,0.00,0.00,1
170249,33.0202000,-96.7335000,5,PLANO 9,PLANO 9 2,North Central,69.00,1.01160,69.800,-31.10,36.40,10.90,,2634,,,0.00,0.00,1
170250,33.0328000,-96.7786000,5,PLANO 10,PLANO 10 1,North Central,69.00,1.02731,70.884,-32.45,26.80,9.20,,2635,,,0.00,0.00,1
170251,33.0456000,-96.7188000,5,PLANO 11,PLANO 11 1,North Central,69.00,1.00369,69.255,-32.05,14.90,1.80,,2636,,,0.00,0.00,1
111148,29.7608000,-95.6209000,7,KATY 86,KATY 86 2,Coast,69.00,1.01552,70.071,-24.19,46.90,11.10,,809,,,0.00,0.00,1
170253,33.1052000,-96.7415000,5,PLANO 12,PLANO 12 2,North Central,69.00,1.00969,69.669,-29.51,34.10,11.00,,2637,,,0.00,0.00,1
170254,33.0942000,-96.7846000,5,PLANO 13,PLANO 13 1,North Central,69.00,1.01596,70.101,-30.49,15.10,1.95,,2638,,,0.00,0.00,1
170255,33.0168000,-96.7638000,5,RICHARDSON 2,RICHARDSON 2 1,North Central,69.00,1.01949,70.345,-35.23,31.70,7.20,,2639,,,0.00,0.00,1
200103,25.9414000,-97.4543000,4,BROWNSVILLE 6,BROWNSVILLE 6 1,South,138.00,1.04360,144.017,28.42,23.80,7.50,,3238,,,0.00,0.00,1
170257,33.0805000,-96.7198000,5,PLANO 15,PLANO 15 1,North Central,138.00,1.01982,140.736,-25.06,,,,2641,,,0.00,0.00,1
170258,33.0805000,-96.7198000,5,PLANO 15,PLANO 15 2,North Central,69.00,0.99935,68.955,-30.19,24.70,3.01,,2641,,,0.00,0.00,1
170259,33.0805000,-96.7198000,5,PLANO 15,PLANO 15 3,North Central,13.80,1.00889,13.923,-27.64,,,,2641,,,0.00,0.00,1
170260,33.0805000,-96.7198000,5,PLANO 15,PLANO 15 4,North Central,1.000,1.00889,1.009,-27.64,,,,2641,,,0.00,0.00,1
170261,33.0420000,-96.7474000,5,PLANO 16,PLANO 16 1,North Central,69.00,1.01262,69.871,-30.81,25.60,7.80,,2642,,,0.00,0.00,1
170262,33.1091000,-96.7037000,5,PLANO 17,PLANO 17 1,North Central,69.00,0.99736,68.818,-30.16,28.50,10.20,,2643,,,0.00,0.00,1
170263,33.0509000,-96.7892000,5,PLANO 18,PLANO 18 1,North Central,69.00,1.03932,71.713,-31.92,22.50,6.90,,2644,,155.33,0.00,0.00,1
170264,33.1203000,-96.7797000,5,PLANO 19,PLANO 19 1,North Central,69.00,1.00566,69.391,-31.12,24.50,5.00,,2645,,,0.00,0.00,1
170265,33.0701000,-96.7466000,5,PLANO 20,PLANO 20 1,North Central,69.00,1.00828,69.571,-31.46,21.80,7.80,,2646,,,0.00,0.00,1
130355,32.3200000,-96.6750000,5,BARDWELL 2,BARDWELL 2 2,North Central,20.00,1.03700,20.740,-8.83,,,0.00,1570,0.00,,0.00,0.00,1
170267,33.0684000,-96.7212000,5,PLANO 22,PLANO 22 1,North Central,69.00,0.99781,68.849,-30.30,21.60,3.31,,2648,,,0.00,0.00,1
170268,33.0370000,-96.7500000,5,PLANO 23,PLANO 23 1,North Central,138.00,1.01837,140.535,-28.57,,,,2649,,,0.00,0.00,1
170269,33.0370000,-96.7500000,5,PLANO 23,PLANO 23 2,North Central,69.00,1.01471,70.015,-30.47,29.60,6.20,,2649,,,0.00,0.00,1
111147,29.7608000,-95.6209000,7,KATY 86,KATY 86 1,Coast,138.00,1.01174,139.620,-22.16,,,,809,,,0.00,0.00,1
170271,33.0667000,-96.7643000,5,PLANO 25,PLANO 25 1,North Central,69.00,1.00677,69.467,-30.30,22.60,6.00,,2651,,,0.00,0.00,1
170272,33.0312000,-96.7970000,5,PLANO 26,PLANO 26 1,North Central,69.00,1.03404,71.349,-32.20,10.80,2.56,,2652,,,0.00,0.00,1
170273,32.9565000,-96.7590000,5,RICHARDSON 3,RICHARDSON 3 1,North Central,69.00,1.03198,71.207,-34.77,38.50,7.85,,2653,,,0.00,0.00,1
170274,32.9293000,-96.7211000,5,RICHARDSON 4,RICHARDSON 4 1,North Central,69.00,1.02661,70.836,-32.40,37.10,13.30,,2654,,,0.00,0.00,1
170275,33.0042000,-96.7091000,5,RICHARDSON 5,RICHARDSON 5 1,North Central,69.00,1.01644,70.135,-33.69,23.30,8.20,,2655,,,0.00,0.00,1
110573,29.1279000,-95.7983000,7,SWEENY 4,SWEENY 4 1,Coast,69.00,1.02451,70.691,-16.33,2.11,0.45,,400,,,0.00,0.00,1
170277,32.9824000,-96.7695000,5,RICHARDSON 6,RICHARDSON 6 2,North Central,69.00,1.01155,69.797,-31.43,46.50,9.90,,2656,,,0.00,0.00,1
170278,32.9046000,-96.6986000,5,GARLAND 8,GARLAND 8 1,North Central,69.00,1.02245,70.549,-32.45,38.00,11.44,,2657,,,0.00,0.00,1
170279,32.9059000,-96.7528000,5,RICHARDSON 7,RICHARDSON 7 1,North Central,69.00,0.96995,66.926,-28.73,48.90,12.18,,2658,,,0.00,0.00,1
170280,32.9397000,-96.6602000,5,GARLAND 9,GARLAND 9 1,North Central,69.00,1.02804,70.934,-31.27,19.30,3.89,,2659,,,0.00,0.00,1
170281,32.9778000,-96.7127000,5,RICHARDSON 8,RICHARDSON 8 1,North Central,138.00,1.02213,141.054,-27.96,,,,2660,,,0.00,0.00,1
170282,32.9778000,-96.7127000,5,RICHARDSON 8,RICHARDSON 8 2,North Central,69.00,1.01766,70.219,-32.49,43.90,6.40,,2660,,,0.00,0.00,1
170283,32.9971000,-96.6571000,5,GARLAND 10,GARLAND 10 1,North Central,69.00,1.03226,71.226,-31.12,38.30,12.76,,2661,,0.00,0.00,0.00,1
130354,32.3200000,-96.6750000,5,BARDWELL 2,BARDWELL 2 1,North Central,345.00,1.03700,357.764,-8.83,,,,1570,,42.48,0.00,0.00,1
170285,32.9674000,-96.7391000,5,RICHARDSON 9,RICHARDSON 9 1,North Central,69.00,1.00911,69.628,-32.70,38.60,5.90,,2663,,,0.00,0.00,1
170286,32.9565000,-96.7802000,5,RICHARDSON 10,RICHARDSON 10 1,North Central,69.00,1.04108,71.835,-35.09,23.60,6.50,,2664,,167.78,0.00,0.00,1
170287,32.9831000,-96.6781000,5,RICHARDSON 11,RICHARDSON 11 1,North Central,69.00,1.00420,69.290,-33.74,35.40,6.75,,2665,,,0.00,0.00,1
170288,32.9192000,-96.7255000,5,RICHARDSON 12,RICHARDSON 12 1,North Central,69.00,1.03372,71.327,-33.53,14.90,6.23,,2666,,,0.00,0.00,1
170289,32.9459000,-96.6887000,5,RICHARDSON 13,RICHARDSON 13 1,North Central,69.00,1.03061,71.112,-33.39,15.60,1.43,,2667,,,0.00,0.00,1
170290,33.0086000,-96.6817000,5,RICHARDSON 14,RICHARDSON 14 1,North Central,69.00,1.03572,71.465,-31.40,51.40,4.75,,2668,,118.19,0.00,0.00,1
170291,33.0086000,-96.6817000,5,RICHARDSON 15,RICHARDSON 15 1,North Central,138.00,1.04203,143.800,-27.41,,,,2669,,178.51,0.00,0.00,1
200097,26.3146000,-98.1872000,4,EDINBURG 13,EDINBURG 13 1,South,138.00,1.04272,143.895,30.91,22.90,6.30,,3232,,20.42,0.00,0.00,1
170293,33.0086000,-96.6817000,5,RICHARDSON 15,RICHARDSON 15 3,North Central,13.80,1.03822,14.327,-29.10,,,,2669,,,0.00,0.00,1
170294,33.0086000,-96.6817000,5,RICHARDSON 15,RICHARDSON 15 4,North Central,1.000,1.03822,1.038,-29.10,,,,2669,,,0.00,0.00,1
170295,32.9213000,-96.6889000,5,GARLAND 12,GARLAND 12 1,North Central,69.00,1.01462,70.009,-29.76,49.20,16.60,,2670,,,0.00,0.00,1
170296,32.9213000,-96.6889000,5,GARLAND 13,GARLAND 13 1,North Central,138.00,1.01875,140.588,-26.56,,,,2671,,,0.00,0.00,1
170297,32.9213000,-96.6889000,5,GARLAND 13,GARLAND 13 2,North Central,69.00,1.01549,70.069,-29.71,49.20,7.80,,2671,,,0.00,0.00,1
170298,32.9469000,-96.7050000,5,RICHARDSON 16,RICHARDSON 16 1,North Central,138.00,1.02019,140.786,-28.21,,,,2672,,,0.00,0.00,1
170299,32.9469000,-96.7050000,5,RICHARDSON 16,RICHARDSON 16 2,North Central,69.00,1.01303,69.899,-29.69,52.40,17.60,,2672,,,0.00,0.00,1
170300,32.8918000,-96.7256000,5,RICHARDSON 17,RICHARDSON 17 1,North Central,138.00,1.01431,139.974,-30.92,,,,2673,,,0.00,0.00,1
170301,32.8918000,-96.7256000,5,RICHARDSON 17,RICHARDSON 17 2,North Central,69.00,1.02331,70.608,-32.25,54.70,18.90,,2673,,,0.00,0.00,1
170302,32.9373000,-96.7646000,5,RICHARDSON 18,RICHARDSON 18 1,North Central,138.00,1.01352,139.866,-30.66,,,,2674,,,0.00,0.00,1
170303,32.9373000,-96.7646000,5,RICHARDSON 18,RICHARDSON 18 2,North Central,69.00,1.02362,70.629,-34.10,70.20,14.99,,2674,,,0.00,0.00,1
170304,32.9682000,-96.6901000,5,RICHARDSON 19,RICHARDSON 19 1,North Central,69.00,1.00733,69.506,-33.87,29.80,10.20,,2675,,,0.00,0.00,1
170305,32.9919000,-96.7168000,5,RICHARDSON 20,RICHARDSON 20 1,North Central,69.00,1.01420,69.980,-33.04,40.80,3.61,,2676,,,0.00,0.00,1
170306,33.1786000,-96.5211000,5,PRINCETON 1,PRINCETON 1 1,North Central,138.00,1.01039,139.434,-27.24,,,,2677,,,0.00,0.00,1
170307,33.1786000,-96.5211000,5,PRINCETON 1,PRINCETON 1 2,North Central,69.00,1.00769,69.531,-28.50,16.50,3.31,,2677,,,0.00,0.00,1
170308,33.0671000,-96.4068000,5,NEVADA 2,NEVADA 2 1,North Central,69.00,1.04391,72.030,-27.84,5.00,0.75,,2678,,73.01,0.00,0.00,1
170309,33.1637000,-96.3661000,5,FARMERSVILLE 1,FARMERSVILLE 1 1,North Central,138.00,1.02442,141.370,-25.26,,,,2679,,,0.00,0.00,1
170310,33.1637000,-96.3661000,5,FARMERSVILLE 1,FARMERSVILLE 1 2,North Central,69.00,1.02743,70.893,-27.27,24.00,3.39,,2679,,,0.00,0.00,1
170311,33.1155000,-96.4957000,5,PRINCETON 2,PRINCETON 2 1,North Central,69.00,1.00766,69.528,-28.27,18.30,2.49,,2680,,,0.00,0.00,1
170312,33.2118000,-96.4255000,5,FARMERSVILLE 2,FARMERSVILLE 2 1,North Central,69.00,1.02143,70.479,-28.44,4.42,0.53,,2681,,,0.00,0.00,1
170313,33.2358000,-96.3400000,5,FARMERSVILLE 3,FARMERSVILLE 3 1,North Central,69.00,1.02535,70.749,-27.61,4.25,0.45,,2682,,,0.00,0.00,1
170314,33.0466000,-96.4428000,5,LAVON 4,LAVON 4 1,North Central,69.00,1.03525,71.433,-27.39,5.70,1.35,,2683,,,0.00,0.00,1
170315,33.0999000,-96.3298000,5,JOSEPHINE 1,JOSEPHINE 1 1,North Central,69.00,1.03384,71.335,-27.81,11.80,2.94,,2684,,,0.00,0.00,1
111146,29.4157000,-95.4457000,7,ROSHARON 5,ROSHARON 5 4,Coast,1.000,1.01565,1.016,-18.27,,,,808,,,0.00,0.00,1
170317,32.9513000,-96.8545000,5,ADDISON 17,ADDISON 17 1,North Central,138.00,1.04617,144.371,-31.74,,,,2686,,321.77,0.00,0.00,1
170318,32.9513000,-96.8545000,5,ADDISON 17,ADDISON 17 2,North Central,69.00,1.01022,69.705,-35.09,52.20,3.46,,2686,,,0.00,0.00,1
170319,32.9513000,-96.8545000,5,ADDISON 17,ADDISON 17 3,North Central,13.80,1.03457,14.277,-32.81,,,,2686,,,0.00,0.00,1
170320,32.9513000,-96.8545000,5,ADDISON 17,ADDISON 17 4,North Central,1.000,1.03457,1.035,-32.81,,,,2686,,,0.00,0.00,1
170321,32.9406000,-96.8111000,5,ADDISON 18,ADDISON 18 1,North Central,138.00,0.97731,134.869,-26.08,,,,2687,,,0.00,0.00,1
170322,32.9406000,-96.8111000,5,ADDISON 18,ADDISON 18 2,North Central,69.00,0.96496,66.582,-28.58,52.90,16.90,,2687,,,0.00,0.00,1
170323,32.9538000,-96.8012000,5,ADDISON 19,ADDISON 19 1,North Central,69.00,1.03667,71.530,-34.76,24.50,7.40,,2688,,,0.00,0.00,1
170324,32.9369000,-96.8336000,5,ADDISON 20,ADDISON 20 1,North Central,69.00,0.96189,66.370,-28.96,66.50,15.56,,2689,,,0.00,0.00,1
170325,32.9037000,-96.6538000,5,GARLAND 14,GARLAND 14 1,North Central,69.00,1.03530,71.436,-33.35,5.60,1.35,,2690,,,0.00,0.00,1
170326,32.8845000,-96.6629000,5,GARLAND 15,GARLAND 15 1,North Central,69.00,1.03337,71.302,-31.77,2.64,0.53,,2691,,,0.00,0.00,1
170327,32.8641000,-96.6322000,5,GARLAND 16,GARLAND 16 1,North Central,69.00,1.04249,71.932,-31.39,3.61,0.68,,2692,,,0.00,0.00,1
170328,32.8804000,-96.6261000,5,GARLAND 17,GARLAND 17 1,North Central,69.00,1.02736,70.888,-29.59,3.54,1.13,,2693,,,0.00,0.00,1
170329,32.8883000,-96.6940000,5,GARLAND 18,GARLAND 18 1,North Central,69.00,1.02669,70.841,-32.67,6.90,0.75,,2694,,,0.00,0.00,1
170330,32.8961000,-96.6831000,5,GARLAND 19,GARLAND 19 1,North Central,69.00,1.03413,71.355,-32.04,14.90,2.85,,2695,,,0.00,0.00,1
170331,32.8431000,-96.5829000,5,SUNNYVALE 3,SUNNYVALE 3 1,North Central,138.00,1.02470,141.408,-27.35,,,,2696,,,0.00,0.00,1
170332,32.8431000,-96.5829000,5,SUNNYVALE 3,SUNNYVALE 3 2,North Central,69.00,1.03665,71.529,-29.02,3.24,1.05,,2696,,,0.00,0.00,1
170333,32.8767000,-96.6130000,5,GARLAND 20,GARLAND 20 1,North Central,138.00,1.02356,141.251,-27.03,,,,2697,,,0.00,0.00,1
170334,32.8767000,-96.6130000,5,GARLAND 20,GARLAND 20 2,North Central,69.00,1.02635,70.818,-28.92,7.30,2.26,,2697,,,0.00,0.00,1
170335,32.8997000,-96.6073000,5,GARLAND 21,GARLAND 21 1,North Central,69.00,1.03003,71.072,-30.05,4.80,0.68,,2698,,,0.00,0.00,1
170336,32.8732000,-96.7085000,5,GARLAND 22,GARLAND 22 1,North Central,69.00,1.02761,70.905,-32.13,4.42,1.13,,2699,,,0.00,0.00,1
170337,32.8885000,-96.6741000,5,GARLAND 23,GARLAND 23 1,North Central,69.00,1.03139,71.166,-32.01,3.61,1.20,,2700,,,0.00,0.00,1
170338,32.8930000,-96.6758000,5,GARLAND 24,GARLAND 24 1,North Central,138.00,1.02063,140.847,-26.52,,,,2701,,,0.00,0.00,1
170339,32.8930000,-96.6758000,5,GARLAND 24,GARLAND 24 2,North Central,69.00,1.03520,71.429,-32.05,1.95,0.53,,2701,,,0.00,0.00,1
170340,32.8712000,-96.6607000,5,GARLAND 25,GARLAND 25 1,North Central,69.00,1.03978,71.745,-31.51,1.13,0.38,,2702,,,0.00,0.00,1
170341,32.8819000,-96.6696000,5,GARLAND 26,GARLAND 26 1,North Central,69.00,1.03969,71.739,-31.56,7.50,1.43,,2703,,,0.00,0.00,1
170342,32.8740000,-96.6841000,5,GARLAND 27,GARLAND 27 1,North Central,69.00,1.03004,71.073,-31.97,2.18,0.75,,2704,,,0.00,0.00,1
170343,32.8780000,-96.6409000,5,GARLAND 28,GARLAND 28 1,North Central,69.00,1.02974,71.052,-30.27,4.25,0.45,,2705,,,0.00,0.00,1
170344,32.8661000,-96.5876000,5,ROWLETT 4,ROWLETT 4 1,North Central,69.00,1.03857,71.661,-31.96,1.05,0.38,,2706,,,0.00,0.00,1
170345,32.9214000,-96.6414000,5,GARLAND 29,GARLAND 29 1,North Central,69.00,1.02457,70.696,-33.56,2.94,0.90,,2707,,,0.00,0.00,1
170346,32.8987000,-96.6621000,5,GARLAND 30,GARLAND 30 1,North Central,69.00,1.04007,71.765,-33.23,7.60,3.54,,2708,,71.83,0.00,0.00,1
170347,32.8820000,-96.6757000,5,GARLAND 31,GARLAND 31 1,North Central,69.00,1.03976,71.743,-32.65,12.91,4.94,,2709,,,0.00,0.00,1
170348,32.9033000,-96.6359000,5,GARLAND 32,GARLAND 32 1,North Central,69.00,1.03687,71.544,-31.59,4.90,1.13,,2710,,,0.00,0.00,1
170349,32.8750000,-96.6703000,5,GARLAND 33,GARLAND 33 1,North Central,69.00,1.03165,71.184,-31.71,2.64,0.60,,2711,,,0.00,0.00,1
170350,32.8627000,-96.6676000,5,GARLAND 34,GARLAND 34 1,North Central,69.00,1.03726,71.571,-31.36,5.00,1.80,,2712,,,0.00,0.00,1
170351,32.8978000,-96.6238000,5,GARLAND 35,GARLAND 35 1,North Central,69.00,1.04355,72.005,-31.51,1.73,0.53,,2713,,,0.00,0.00,1
170352,32.8883000,-96.6831000,5,GARLAND 36,GARLAND 36 1,North Central,69.00,1.03396,71.344,-32.07,6.89,3.91,,2714,,,0.00,0.00,1
170353,32.8558000,-96.5809000,5,ROWLETT 5,ROWLETT 5 1,North Central,69.00,1.03885,71.681,-31.88,3.01,0.83,,2715,,,0.00,0.00,1
170354,32.8980000,-96.6745000,5,GARLAND 37,GARLAND 37 1,North Central,69.00,1.03277,71.261,-31.95,0.04,0.02,,2716,,,0.00,0.00,1
170355,32.8848000,-96.5695000,5,ROWLETT 6,ROWLETT 6 1,North Central,69.00,1.04267,71.944,-30.72,5.00,1.65,,2717,,,0.00,0.00,1
170356,32.8999000,-96.6621000,5,GARLAND 38,GARLAND 38 1,North Central,69.00,1.03985,71.749,-33.18,15.31,4.44,,2718,,,0.00,0.00,1
170357,32.8582000,-96.5952000,5,ROWLETT 7,ROWLETT 7 1,North Central,69.00,1.04174,71.880,-31.99,7.10,1.28,,2719,,66.85,0.00,0.00,1
170358,32.8525000,-96.6624000,5,GARLAND 39,GARLAND 39 1,North Central,138.00,1.01959,140.704,-25.98,,,,2720,,,0.00,0.00,1
170359,32.8525000,-96.6624000,5,GARLAND 39,GARLAND 39 2,North Central,69.00,1.03449,71.380,-31.09,6.00,1.35,,2720,,,0.00,0.00,1
170360,32.8525000,-96.6624000,5,GARLAND 39,GARLAND 39 3,North Central,13.80,1.02263,14.112,-27.28,,,,2720,,,0.00,0.00,1
170361,32.8525000,-96.6624000,5,GARLAND 39,GARLAND 39 4,North Central,1.000,1.02263,1.023,-27.28,,,,2720,,,0.00,0.00,1
170362,32.8734000,-96.6592000,5,GARLAND 40,GARLAND 40 1,North Central,69.00,1.04031,71.781,-31.54,3.69,1.28,,2721,,,0.00,0.00,1
170363,32.8845000,-96.6658000,5,GARLAND 41,GARLAND 41 1,North Central,69.00,1.04144,71.859,-31.76,11.46,2.48,,2722,,,0.00,0.00,1
170364,32.8758000,-96.6910000,5,GARLAND 42,GARLAND 42 1,North Central,69.00,1.04180,71.885,-32.31,3.69,1.20,,2723,,118.09,0.00,0.00,1
170365,32.8828000,-96.6725000,5,GARLAND 43,GARLAND 43 1,North Central,69.00,1.04290,71.960,-31.79,3.69,0.00,,2724,,214.05,0.00,0.00,1
170366,32.8279000,-96.6049000,5,MESQUITE 34,MESQUITE 34 1,North Central,69.00,1.03411,71.354,-31.42,4.50,1.35,,2725,,,0.00,0.00,1
170367,32.8738000,-96.6008000,5,ROWLETT 8,ROWLETT 8 1,North Central,69.00,1.02242,70.547,-28.76,4.25,1.50,,2726,,,0.00,0.00,1
170368,32.8613000,-96.6143000,5,GARLAND 44,GARLAND 44 1,North Central,69.00,1.03455,71.384,-31.25,4.80,0.98,,2727,,,0.00,0.00,1
